0.015625;1;1
0.03125;1;1
0.046875;1;1
0.0625;1;1
0.078125;1;1
0.09375;1;1
0.109375;1;1
0.125;1;1
0.140625;3;3
0.15625;3;3
0.171875;3;3
0.1875;3;3
0.203125;3;3
0.21875;3;3
0.234375;3;5
0.25;5;5
0.265625;5;5
0.28125;5;6
0.296875;6;8
0.3125;8;10
0.328125;10;12
0.34375;12;13
0.359375;13;17
0.375;17;22
0.390625;22;27
0.40625;29;38
0.421875;43;54
0.4375;65;86
0.453125;115;153
0.46875;146;219
0.484375;146;219
