0.015625;0.00004
0.03125;0.00031
0.046875;0.00101
0.0625;0.00203
0.078125;0.00447
0.09375;0.00693
0.109375;0.01108
0.125;0.01645
0.140625;0.02244
0.15625;0.02927
0.171875;0.03844
0.1875;0.04846
0.203125;0.0613
0.21875;0.07419
0.234375;0.08814
0.25;0.10363
0.265625;0.12118
0.28125;0.14082
0.296875;0.15838
0.3125;0.17814
0.328125;0.20099
0.34375;0.22605
0.359375;0.24976
0.375;0.27615
0.390625;0.30009
0.40625;0.32868
0.421875;0.35805
0.4375;0.38241
0.453125;0.41377
0.46875;0.44201
0.484375;0.46656
