0.015625;0.01514
0.03125;0.03068
0.046875;0.04721
0.0625;0.06295
0.078125;0.07722
0.09375;0.09339
0.109375;0.11045
0.125;0.12267
0.140625;0.13989
0.15625;0.15499
0.171875;0.17229
0.1875;0.18854
0.203125;0.20414
0.21875;0.21802
0.234375;0.23371
0.25;0.24989
0.265625;0.26532
0.28125;0.28081
0.296875;0.29511
0.3125;0.31113
0.328125;0.32716
0.34375;0.34108
0.359375;0.35888
0.375;0.37455
0.390625;0.39047
0.40625;0.40398
0.421875;0.41923
0.4375;0.43756
0.453125;0.45309
0.46875;0.46808
0.484375;0.48325
